OBS#,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
580,3,24.0,2,0,0,0,0,0,0,937.0,0,1,4,0,0,1,0,0,3,0,0,27.0,0,0,1,2,1,1,0,0,1
581,1,18.0,4,1,0,0,0,0,0,1056.0,0,4,3,0,1,0,0,1,3,1,0,30.0,1,0,1,2,2,1,0,0,0
582,1,,4,1,0,0,0,0,0,3124.0,0,1,1,0,1,0,0,0,3,1,0,49.0,1,0,1,2,1,2,0,0,1
583,3,9.0,2,0,0,1,0,0,0,1388.0,0,2,4,0,0,0,0,0,2,1,0,26.0,0,1,0,1,2,1,0,0,1
584,1,36.0,2,0,0,0,0,0,0,2384.0,0,1,4,0,1,0,0,0,1,0,1,33.0,0,1,0,1,1,1,0,0,0
585,3,,2,1,0,0,0,0,0,2133.0,4,4,4,0,0,0,0,0,4,0,1,52.0,0,0,0,1,3,1,1,0,1
586,0,18.0,2,0,0,1,0,0,0,2039.0,0,2,1,0,0,0,0,0,4,1,0,20.0,1,1,0,1,2,1,0,0,0
587,0,9.0,4,1,0,0,0,0,0,2799.0,0,2,2,0,1,0,0,0,2,1,0,36.0,0,1,0,2,2,2,0,0,1
588,0,12.0,2,0,0,1,0,0,0,1289.0,0,2,4,0,1,0,0,1,1,0,0,21.0,0,0,1,1,1,1,0,0,1
589,0,18.0,2,0,0,0,0,0,0,1217.0,0,2,4,0,0,1,0,0,3,1,0,47.0,0,0,1,1,1,1,1,0,0
590,0,12.0,4,0,0,1,0,0,0,2246.0,0,4,3,0,1,0,0,0,3,0,0,60.0,0,0,1,2,2,1,0,0,0
591,0,12.0,4,0,0,0,1,0,0,385.0,0,3,4,0,0,0,0,0,3,1,0,58.0,0,0,1,4,1,1,1,0,1
592,1,24.0,3,1,0,0,0,0,0,1965.0,4,2,4,0,0,0,0,0,4,0,0,42.0,0,1,0,2,2,1,1,0,1
593,3,21.0,2,0,0,0,0,0,1,1572.0,3,4,4,0,0,0,0,0,4,1,0,36.0,1,0,1,1,1,1,0,0,1
594,1,24.0,2,1,0,0,0,0,0,2718.0,0,2,3,0,0,0,0,0,4,0,0,20.0,0,1,0,1,1,1,1,0,0
595,0,24.0,1,0,0,0,0,0,0,1358.0,4,4,4,0,1,0,0,0,3,0,0,40.0,1,0,1,1,3,1,1,0,0
596,1,6.0,1,1,0,0,0,0,0,931.0,1,1,1,0,0,0,0,0,1,0,0,,1,0,1,1,1,1,0,0,0
597,0,24.0,2,1,0,0,0,0,0,1442.0,0,3,4,0,0,0,0,0,4,0,0,23.0,0,1,0,2,2,1,0,0,0
598,1,24.0,0,0,0,0,0,0,1,4241.0,0,2,1,0,1,0,0,0,4,1,0,36.0,0,0,1,3,1,1,1,0,0
599,3,18.0,4,1,0,0,0,0,0,2775.0,0,3,2,0,1,0,0,0,2,0,0,31.0,1,0,1,2,2,1,0,0,0
600,3,24.0,3,0,0,0,0,0,1,3863.0,0,2,1,0,1,0,0,0,2,0,1,32.0,0,0,0,1,2,1,0,0,1
601,1,,2,0,0,0,1,0,0,2329.0,0,1,1,0,0,0,0,1,1,1,0,45.0,0,0,1,1,2,1,0,0,1
602,1,9.0,2,0,0,1,0,0,0,918.0,0,2,4,0,0,0,0,0,1,0,0,30.0,0,0,1,1,2,1,0,0,0
603,1,24.0,1,0,0,0,0,1,0,1837.0,0,3,4,0,0,0,0,0,4,0,1,34.0,1,0,0,1,1,1,0,0,0
604,3,36.0,2,0,0,1,0,0,0,,0,2,4,0,0,0,0,0,2,0,0,28.0,0,0,1,1,3,1,1,0,0
605,2,10.0,2,0,0,1,0,0,0,1275.0,0,1,4,0,0,0,0,0,2,0,0,,0,0,1,1,2,1,0,0,1
606,0,24.0,1,0,0,1,0,0,0,2828.0,2,2,4,0,1,0,0,0,4,1,0,22.0,1,0,1,1,2,1,1,0,1
607,3,24.0,4,0,0,0,0,0,1,4526.0,0,2,3,0,1,0,0,0,2,1,0,74.0,0,0,1,1,3,1,1,0,1
608,1,36.0,2,0,0,0,1,0,0,2671.0,1,2,4,0,0,0,1,0,4,0,1,50.0,0,0,0,1,2,1,0,0,0
609,3,18.0,2,0,0,0,1,0,0,2051.0,0,1,4,0,1,0,0,0,1,1,0,33.0,0,0,1,1,2,1,0,0,1
610,3,15.0,2,0,1,0,0,0,0,1300.0,4,4,4,0,1,0,0,0,4,0,1,45.0,1,0,0,1,2,2,0,0,1
611,0,12.0,2,0,0,0,0,0,0,741.0,1,0,4,0,0,0,0,0,3,0,0,22.0,0,0,1,1,2,1,0,0,0
612,2,10.0,2,1,0,0,0,0,0,1240.0,1,4,1,0,0,0,0,0,4,0,1,48.0,0,0,0,1,1,2,0,0,0
613,0,21.0,2,0,0,0,1,0,0,3357.0,3,1,4,0,0,0,0,0,2,0,0,29.0,1,0,1,1,2,1,0,0,1
614,0,24.0,1,0,1,0,0,0,0,3632.0,0,2,1,0,0,0,0,1,4,0,0,22.0,1,1,0,1,2,1,0,1,1
615,3,,3,0,0,1,0,0,0,1808.0,0,3,4,0,0,0,0,0,1,1,0,22.0,0,0,1,1,2,1,0,0,0
616,1,48.0,0,0,0,0,0,0,1,12204.0,4,2,2,0,1,0,0,0,2,0,0,48.0,1,0,1,1,3,1,1,0,1
617,1,60.0,3,0,0,0,1,0,0,9157.0,4,2,2,0,1,0,0,0,2,0,1,27.0,0,0,0,1,3,1,0,0,1
618,0,6.0,4,1,0,0,0,0,0,3676.0,0,2,1,0,1,0,0,0,3,1,0,37.0,0,1,0,3,2,2,0,0,1
619,1,30.0,2,0,0,1,0,0,0,3441.0,1,2,2,0,0,0,1,0,4,0,0,21.0,0,1,0,1,2,1,0,0,0
620,3,12.0,2,1,0,0,0,0,0,640.0,0,2,4,1,0,0,0,0,2,1,0,49.0,0,0,1,1,1,1,0,0,1
621,1,21.0,4,0,0,0,0,0,1,3652.0,0,3,2,0,1,0,0,0,3,0,0,27.0,0,0,1,2,2,1,0,0,1
622,3,18.0,4,1,0,0,0,0,0,1530.0,0,2,3,0,1,0,0,0,2,0,0,32.0,1,0,1,2,2,1,0,0,0
623,3,48.0,2,0,0,0,0,0,1,3914.0,4,2,4,1,0,0,0,0,2,1,0,38.0,1,0,1,1,2,1,0,0,0
624,0,12.0,2,0,0,1,0,0,0,1858.0,0,1,4,0,0,0,0,0,1,0,0,22.0,0,1,0,1,2,1,0,0,1
625,0,18.0,2,0,0,0,1,0,0,2600.0,0,2,4,0,1,0,0,0,4,0,1,65.0,0,0,0,2,2,1,0,0,0
626,3,15.0,2,0,0,0,1,0,0,1979.0,4,4,4,0,1,0,0,0,2,0,0,35.0,0,0,1,1,2,1,0,0,1
627,2,6.0,2,0,0,1,0,0,0,2116.0,0,2,2,0,1,0,0,0,2,1,0,41.0,0,0,1,1,2,1,1,0,1
628,1,9.0,1,1,0,0,0,0,0,1437.0,1,3,2,0,1,0,0,0,3,0,1,29.0,0,0,1,1,2,1,0,0,0
629,3,42.0,4,0,0,1,0,0,0,4042.0,2,2,4,0,1,0,0,0,4,1,0,36.0,0,0,1,2,2,1,1,0,1
630,3,9.0,2,0,0,0,0,1,0,,4,4,1,0,1,0,0,0,4,1,0,64.0,0,0,1,1,1,1,0,0,1
631,0,24.0,2,0,0,0,1,0,0,3660.0,0,2,2,0,0,0,0,0,4,0,0,28.0,0,0,1,1,2,1,0,0,1
632,0,18.0,1,0,0,1,0,0,0,1553.0,0,2,4,0,1,0,0,0,3,0,0,44.0,1,0,1,1,2,1,0,0,0
633,1,15.0,2,0,0,0,1,0,0,1444.0,4,1,4,0,1,0,0,0,1,0,0,23.0,0,0,1,1,2,1,0,0,1
634,3,9.0,2,0,0,1,0,0,0,1980.0,0,1,2,0,0,0,1,0,2,0,0,19.0,0,1,0,2,2,1,0,0,0
635,1,24.0,2,1,0,0,0,0,0,1355.0,0,1,3,0,0,0,0,0,4,0,0,25.0,0,0,1,1,1,1,1,0,0
636,3,12.0,2,0,0,0,0,1,0,,0,4,4,0,1,0,0,0,4,0,0,47.0,1,0,1,3,2,2,1,0,1
637,3,24.0,2,0,0,0,1,0,0,1376.0,2,3,4,0,0,0,0,0,1,0,0,28.0,0,0,1,1,2,1,0,0,1
638,3,60.0,3,0,0,0,1,0,0,15653.0,0,3,2,0,1,0,0,0,4,0,0,21.0,0,0,1,2,2,1,1,0,1
639,3,12.0,2,0,0,0,1,0,0,1493.0,0,1,4,0,0,0,0,0,3,0,0,34.0,0,0,1,1,2,2,0,0,1
640,0,,3,0,0,0,1,0,0,4370.0,0,3,3,0,1,0,0,0,2,0,0,26.0,1,0,1,2,2,2,1,0,0
641,0,18.0,2,0,0,0,0,1,0,750.0,0,0,4,0,0,0,0,0,1,1,0,27.0,0,0,1,1,0,1,0,0,0
642,1,15.0,2,0,0,0,0,0,0,1308.0,0,4,4,0,1,0,0,0,4,0,0,38.0,0,0,1,2,1,1,0,0,1
643,3,15.0,2,0,0,0,0,1,0,4623.0,1,2,3,0,1,0,0,0,2,0,0,40.0,0,0,1,1,3,1,1,0,0
644,3,24.0,4,0,0,0,1,0,0,1851.0,0,3,4,0,0,1,0,1,2,0,0,33.0,0,0,1,2,2,1,1,0,1
645,0,18.0,4,0,0,0,1,0,0,1880.0,0,3,4,0,0,1,0,0,1,0,0,32.0,0,0,1,2,3,1,1,0,1
646,3,36.0,3,0,0,0,0,0,1,7980.0,4,1,4,0,1,0,0,0,4,0,0,27.0,0,1,0,2,2,1,1,0,0
647,0,30.0,0,0,0,1,0,0,0,4583.0,0,2,2,1,0,0,0,1,2,1,0,32.0,0,0,1,2,2,1,0,0,1
648,3,12.0,2,1,0,0,0,0,0,1386.0,2,2,2,0,0,0,0,0,2,0,0,26.0,0,0,1,1,2,1,0,0,0
649,2,24.0,2,1,0,0,0,0,0,947.0,0,3,4,0,1,0,0,0,3,0,1,38.0,1,0,0,1,2,2,0,0,0
650,0,12.0,2,0,0,0,0,1,0,684.0,0,2,4,0,1,0,0,0,4,0,0,,0,1,0,1,1,2,0,0,0
651,0,48.0,2,0,0,0,0,1,0,7476.0,0,3,4,0,1,0,0,0,1,0,1,50.0,0,0,0,1,3,1,1,0,1
652,1,12.0,2,0,0,1,0,0,0,1922.0,0,2,4,0,1,0,0,0,2,0,0,37.0,0,0,1,1,1,1,0,0,0
653,0,24.0,2,1,0,0,0,0,0,2303.0,0,4,4,0,1,0,1,0,1,1,0,45.0,0,0,1,1,2,1,0,0,0
654,1,36.0,3,1,0,0,0,0,0,8086.0,1,4,2,0,1,0,0,0,4,0,0,42.0,0,0,1,4,3,1,1,0,0
655,3,24.0,4,0,1,0,0,0,0,2346.0,0,3,4,0,1,0,0,0,3,0,0,35.0,0,0,1,2,2,1,1,0,1
656,0,14.0,2,1,0,0,0,0,0,3973.0,0,0,1,0,1,0,0,0,4,0,1,22.0,0,0,0,1,2,1,0,0,1
657,1,12.0,2,1,0,0,0,0,0,888.0,0,4,4,0,1,0,0,0,4,0,0,41.0,1,0,1,1,1,2,0,0,0
658,3,48.0,2,0,0,0,1,0,0,10222.0,4,3,4,0,1,0,0,0,3,0,0,37.0,1,0,1,1,2,1,1,0,1
659,1,30.0,0,0,0,0,0,0,1,4221.0,0,2,2,0,0,0,0,0,1,0,0,28.0,0,0,1,2,2,1,0,0,1
660,1,18.0,4,0,0,1,0,0,0,6361.0,0,4,2,0,1,0,0,0,1,0,1,41.0,0,0,1,1,2,1,1,0,1
661,2,12.0,2,0,0,0,1,0,0,1297.0,0,2,3,0,0,1,0,0,4,1,0,23.0,0,1,0,1,2,1,0,0,1
662,0,12.0,2,1,0,0,0,0,0,,4,2,4,0,0,1,0,0,2,0,0,23.0,0,0,1,1,2,1,0,0,0
663,3,21.0,2,0,0,1,0,0,0,2241.0,0,4,4,0,1,0,0,0,2,1,0,50.0,0,0,1,2,2,1,0,0,1
664,1,6.0,3,0,0,1,0,0,0,1050.0,0,0,4,0,1,0,0,0,1,0,0,-35.0,1,0,1,2,3,1,1,0,1
665,2,6.0,4,0,0,0,0,1,0,1047.0,0,2,2,0,0,0,0,0,4,0,0,50.0,0,0,1,1,1,1,0,0,1
666,3,24.0,4,0,0,0,0,0,0,6314.0,0,0,4,0,1,0,1,0,2,0,1,27.0,1,0,1,2,3,1,1,0,1
667,1,30.0,1,0,0,1,0,0,0,3496.0,3,2,4,0,1,0,0,0,2,0,0,34.0,1,0,1,1,2,2,1,0,1
668,3,48.0,1,0,0,0,0,0,1,3609.0,0,2,1,0,0,0,0,0,1,1,0,27.0,1,0,1,1,2,1,0,0,1
669,0,12.0,4,1,0,0,0,0,0,4843.0,0,4,3,0,1,0,1,0,4,0,0,43.0,0,1,0,2,2,1,1,0,0
670,2,200.0,4,0,0,0,1,0,0,3017.0,0,4,4,0,1,0,0,0,4,0,0,47.0,0,0,1,1,2,1,0,0,1
671,3,24.0,4,0,0,0,0,0,1,4139.0,1,2,3,0,1,0,0,0,3,0,0,27.0,0,0,1,2,1,1,1,0,1
672,3,36.0,2,0,0,0,0,0,1,5742.0,1,3,2,0,1,0,0,0,2,0,0,31.0,0,0,1,2,2,1,1,0,1
673,3,60.0,2,1,0,0,0,0,0,10366.0,0,4,2,0,1,0,0,0,4,0,0,42.0,0,0,1,1,3,1,1,0,1
674,3,6.0,4,1,0,0,0,0,0,2080.0,2,2,1,0,0,1,0,0,2,0,0,24.0,0,0,1,1,2,1,0,0,1
675,3,21.0,3,0,0,0,0,0,1,2580.0,2,1,4,0,1,0,0,0,2,1,0,41.0,1,0,1,1,1,2,0,0,0
676,3,30.0,4,0,0,0,1,0,0,4530.0,0,3,4,0,0,0,0,0,4,0,0,26.0,0,1,0,1,3,1,1,0,1
677,3,24.0,4,0,0,1,0,0,0,5150.0,0,4,4,0,1,0,0,0,4,0,0,33.0,0,0,1,1,2,1,1,0,1
678,1,,2,0,0,0,1,0,0,5595.0,1,2,2,0,0,1,0,0,2,0,0,24.0,0,0,1,1,2,1,0,0,0
679,0,24.0,2,0,0,0,1,0,0,2384.0,0,4,4,0,1,0,0,0,4,1,0,,1,1,0,1,1,1,0,0,1
680,3,18.0,2,0,0,0,1,0,0,1453.0,0,1,3,0,0,0,0,0,1,1,0,26.0,0,0,1,1,2,1,0,0,1
681,3,6.0,2,0,0,0,0,1,0,1538.0,0,1,1,0,0,0,0,0,2,0,1,56.0,0,0,1,1,2,1,0,0,1
682,3,12.0,2,0,0,0,1,0,0,2279.0,4,2,4,0,1,0,0,0,4,0,1,37.0,0,0,0,1,2,1,1,0,1
683,3,15.0,3,0,0,0,1,0,0,1478.0,0,2,4,0,0,1,0,0,3,1,0,33.0,1,0,1,2,2,1,0,0,1
684,3,24.0,4,0,0,0,1,0,0,,0,1,3,0,0,1,0,0,3,0,1,47.0,0,0,0,3,2,1,1,0,1
685,1,36.0,3,0,0,0,0,0,1,9857.0,1,3,1,0,1,0,0,0,3,0,0,31.0,0,0,1,2,1,2,1,0,1
686,3,60.0,2,1,0,0,0,0,0,6527.0,4,2,4,0,1,0,0,0,4,0,1,34.0,0,0,0,1,2,2,1,0,1
687,2,10.0,4,0,0,0,1,0,0,1347.0,4,3,4,0,1,0,0,0,2,0,0,27.0,0,0,1,2,2,1,1,0,1
688,1,,3,1,0,0,0,0,0,2862.0,1,4,4,0,1,0,0,0,3,0,1,30.0,0,0,0,1,2,1,0,0,1
689,3,9.0,2,0,0,0,1,0,0,2753.0,1,4,3,0,1,0,1,0,4,0,0,35.0,0,0,1,1,2,1,1,0,1
690,0,12.0,2,1,0,0,0,0,0,3651.0,3,2,1,0,1,0,0,0,3,0,0,-31.0,0,0,1,1,2,2,0,0,1
691,0,,4,0,0,1,0,0,0,975.0,0,2,2,1,0,0,0,0,3,0,0,25.0,0,0,1,2,2,1,0,0,1
692,1,15.0,2,0,0,0,0,0,0,2631.0,1,2,3,0,0,0,0,0,2,1,0,,0,0,1,1,1,1,0,0,1
693,1,24.0,2,0,0,0,1,0,0,2896.0,1,1,2,0,1,0,0,0,1,0,0,29.0,0,0,1,1,2,1,0,0,1
694,0,6.0,4,1,0,0,0,0,0,4716.0,4,1,1,0,1,0,0,0,3,1,0,44.0,0,0,1,2,1,2,0,0,1
695,3,24.0,2,0,0,0,1,0,0,2284.0,0,3,4,0,1,0,0,0,2,0,0,28.0,0,0,1,1,2,1,1,0,1
696,3,6.0,2,0,1,0,0,0,0,1236.0,2,2,2,0,1,0,0,0,4,0,0,50.0,0,1,0,1,2,1,0,0,1
697,1,12.0,2,0,0,0,1,0,0,1103.0,0,3,4,0,1,0,0,1,3,1,0,29.0,0,0,1,2,2,1,0,1,1
698,3,12.0,4,1,0,0,0,0,0,926.0,0,0,1,0,0,0,0,0,2,0,0,38.0,0,0,1,1,0,1,0,0,1
699,3,18.0,4,0,0,0,1,0,0,1800.0,0,2,4,0,1,0,0,0,2,0,0,24.0,0,0,1,2,2,1,0,0,1
700,2,15.0,2,0,0,0,0,1,0,1905.0,0,4,4,0,1,0,0,0,4,0,0,40.0,0,1,0,1,3,1,1,0,1
701,3,12.0,2,0,0,1,0,0,0,1123.0,2,2,4,0,0,0,0,0,4,0,0,29.0,0,1,0,1,1,1,0,0,0
702,0,,4,0,1,0,0,0,0,6331.0,0,4,4,0,1,0,0,0,4,0,1,46.0,0,0,0,2,2,1,1,0,0
703,2,24.0,2,0,0,0,1,0,0,1377.0,1,4,4,0,0,0,0,0,2,0,1,47.0,0,0,0,1,2,1,1,0,1
704,1,30.0,3,0,0,0,0,0,1,2503.0,1,4,4,0,1,0,0,0,2,0,0,41.0,1,0,1,2,2,1,0,0,1
705,1,27.0,2,0,0,0,0,0,1,2528.0,0,1,4,0,0,0,0,0,1,0,0,32.0,0,0,1,1,2,2,1,0,1
706,3,15.0,2,1,0,0,0,0,0,5324.0,2,4,1,0,0,0,0,0,4,0,1,35.0,0,0,0,1,2,1,0,0,1
707,1,48.0,2,1,0,0,0,0,0,6560.0,1,3,3,0,1,0,0,0,2,0,0,24.0,0,0,1,1,2,1,0,0,0
708,1,12.0,0,0,0,1,0,0,0,2969.0,0,1,4,0,0,0,0,0,3,0,0,25.0,0,1,0,2,2,1,0,0,0
709,1,9.0,2,0,0,0,1,0,0,1206.0,0,4,4,0,0,0,0,0,4,1,0,25.0,0,0,1,1,2,1,0,0,1
710,1,9.0,2,0,0,0,1,0,0,2118.0,0,2,2,0,1,0,0,0,2,1,0,37.0,0,0,1,1,1,2,0,0,1
711,3,18.0,4,0,0,0,1,0,0,629.0,2,4,4,0,1,0,0,0,3,0,0,32.0,1,0,1,2,3,1,1,0,1
712,0,,1,0,0,0,0,1,0,1198.0,0,4,4,0,0,0,0,0,4,0,1,35.0,0,0,0,1,2,1,0,0,0
713,3,21.0,2,0,1,0,0,0,0,2476.0,4,4,4,0,1,0,0,0,4,1,0,46.0,0,0,1,1,3,1,1,0,1
714,0,9.0,4,0,0,0,1,0,0,1138.0,0,2,4,0,1,0,0,0,4,1,0,25.0,0,0,1,2,1,1,0,0,1
715,1,60.0,2,1,0,0,0,0,0,14027.0,0,3,4,0,1,0,0,0,2,0,1,27.0,0,0,1,1,3,1,1,0,0
716,3,30.0,4,0,1,0,0,0,0,7596.0,4,4,1,0,1,0,0,0,4,0,0,63.0,0,0,1,2,2,1,0,0,1
717,3,30.0,4,0,0,0,1,0,0,3077.0,4,4,3,0,1,0,0,0,2,0,0,40.0,0,0,1,2,2,2,1,0,1
718,3,18.0,2,0,0,0,1,0,0,1505.0,0,2,4,0,1,0,0,0,2,0,1,32.0,0,0,0,1,3,1,1,0,1
719,2,24.0,4,0,0,0,1,0,0,3148.0,4,2,3,0,1,0,0,0,2,0,0,31.0,0,0,1,2,2,1,1,0,1
720,1,20.0,0,0,1,0,0,0,0,,1,4,3,0,0,1,0,0,4,0,0,31.0,1,0,1,2,2,1,1,0,1
721,2,9.0,0,0,0,0,1,0,0,1337.0,0,1,4,0,1,0,0,0,2,0,0,34.0,0,0,1,2,3,1,1,0,0
722,1,6.0,1,0,0,0,0,1,0,433.0,3,1,4,0,0,0,0,0,2,0,0,24.0,1,1,0,1,2,2,0,0,0
723,0,12.0,2,1,0,0,0,0,0,1228.0,0,2,4,0,0,0,0,0,2,1,0,24.0,0,0,1,1,1,1,0,0,0
724,1,9.0,2,0,0,0,1,0,0,790.0,2,2,4,0,0,0,0,0,3,1,0,66.0,0,0,1,1,1,1,0,0,1
725,3,27.0,2,1,0,0,0,0,0,2570.0,0,2,3,0,0,0,0,0,3,1,0,21.0,0,1,0,1,2,1,0,0,0
726,3,6.0,4,1,0,0,0,0,0,250.0,3,2,2,0,0,0,0,0,2,1,0,41.0,1,0,1,2,1,1,0,0,1
727,3,15.0,4,0,0,0,1,0,0,1316.0,2,2,2,0,0,1,0,0,2,0,0,47.0,0,0,1,2,1,1,0,0,1
728,0,18.0,2,0,0,0,1,0,0,1882.0,0,2,4,0,0,0,0,0,4,0,0,25.0,1,1,0,2,2,1,0,0,0
729,1,48.0,1,0,0,0,0,0,1,6416.0,0,4,4,0,0,0,0,0,3,0,1,59.0,0,1,0,1,2,1,0,0,0
730,2,24.0,4,0,0,0,0,0,1,1275.0,3,2,2,1,0,0,0,0,4,1,0,36.0,0,0,1,2,2,1,1,0,1
731,1,24.0,3,0,0,0,1,0,0,6403.0,0,1,1,0,1,0,0,0,2,0,0,33.0,0,0,1,1,2,1,0,0,1
732,0,24.0,2,0,0,0,1,0,0,1987.0,0,2,2,0,1,0,0,0,4,1,0,21.0,0,1,0,1,1,2,0,0,0
733,1,8.0,2,0,0,0,1,0,0,760.0,0,3,4,0,0,0,0,1,2,1,0,44.0,0,0,1,1,1,1,0,0,1
734,3,24.0,2,0,1,0,0,0,0,2603.0,3,2,2,0,0,0,0,0,4,0,0,28.0,0,1,0,1,2,1,1,0,1
735,3,4.0,4,1,0,0,0,0,0,3380.0,0,3,1,0,0,0,0,0,1,1,0,37.0,0,0,1,1,2,2,0,0,1
736,1,36.0,1,0,0,0,0,0,0,3990.0,4,1,3,0,0,0,0,0,2,0,1,29.0,1,0,1,1,0,1,0,0,1
737,1,24.0,2,0,1,0,0,0,0,11560.0,0,2,1,0,0,0,0,0,4,0,0,23.0,0,1,0,2,3,1,0,0,0
738,0,18.0,2,1,0,0,0,0,0,4380.0,1,2,3,0,1,0,0,0,4,0,0,35.0,0,0,1,1,1,2,1,0,1
739,3,6.0,4,1,0,0,0,0,0,6761.0,0,3,1,0,1,0,0,0,3,0,1,45.0,0,0,1,2,3,2,1,0,1
740,1,30.0,0,0,0,0,0,0,1,4280.0,1,2,4,0,0,0,0,0,4,0,0,26.0,0,1,0,2,1,1,0,0,0
741,0,24.0,1,1,0,0,0,0,0,2325.0,1,3,2,0,1,0,0,0,3,0,0,32.0,1,0,1,1,2,1,0,0,1
742,1,10.0,1,0,0,0,1,0,0,1048.0,0,2,4,0,1,0,0,0,4,1,0,,1,0,1,1,1,1,0,0,1
743,3,21.0,2,0,0,0,1,0,0,3160.0,4,4,4,0,1,0,0,0,3,0,0,41.0,0,0,1,1,2,1,1,0,1
744,0,24.0,1,0,0,1,0,0,0,2483.0,2,2,4,0,1,0,0,0,4,1,0,22.0,1,0,1,1,2,1,1,0,1
745,0,39.0,4,0,0,1,0,0,0,14179.0,4,3,4,0,1,0,0,0,4,0,0,30.0,0,0,1,2,3,1,1,0,1
746,0,13.0,4,0,0,0,0,0,1,1797.0,0,1,3,0,1,0,0,0,1,0,0,28.0,1,0,1,2,1,1,0,0,1
747,0,15.0,2,1,0,0,0,0,0,2511.0,0,0,1,0,0,0,0,0,4,0,0,23.0,0,1,0,1,2,1,0,0,1
748,0,12.0,2,1,0,0,0,0,0,1274.0,0,1,3,0,0,0,0,0,1,1,0,37.0,0,0,1,1,1,1,0,0,0
749,3,21.0,2,0,1,0,0,0,0,5248.0,4,2,1,0,1,0,0,0,3,0,0,26.0,0,0,1,1,2,1,0,0,1
750,3,15.0,2,0,1,0,0,0,0,3029.0,0,3,2,0,1,0,0,0,2,0,0,33.0,0,0,1,1,2,1,0,0,1
751,0,6.0,2,0,0,1,0,0,0,428.0,0,4,2,0,0,0,0,0,1,0,0,49.0,1,0,1,1,2,1,1,0,1
752,0,,2,1,0,0,0,0,0,976.0,0,1,1,0,0,0,0,0,2,0,0,23.0,0,0,1,1,1,1,0,0,0
753,1,12.0,2,0,0,0,0,0,1,841.0,1,3,2,0,0,0,0,0,4,1,0,23.0,0,1,0,1,1,1,0,0,1
754,3,30.0,4,0,0,0,1,0,0,,0,3,4,0,0,0,0,0,2,0,0,25.0,0,0,1,2,2,1,0,0,1
755,3,12.0,3,0,0,0,0,0,0,1555.0,3,4,4,0,1,0,0,0,4,0,1,55.0,0,0,0,2,2,2,0,0,0
756,0,24.0,2,1,0,0,0,0,0,1285.0,4,3,4,0,0,0,0,0,4,0,1,32.0,0,1,0,1,2,1,0,0,0
757,2,6.0,4,1,0,0,0,0,0,1299.0,0,2,1,0,1,0,0,0,1,1,0,74.0,0,0,1,3,0,2,0,1,1
758,2,15.0,4,0,0,0,1,0,0,1271.0,4,2,3,0,1,0,0,0,4,0,1,39.0,0,0,0,2,2,1,1,0,0
759,3,24.0,2,1,0,0,0,0,0,1393.0,0,2,2,0,1,0,0,1,2,1,0,31.0,0,0,1,1,2,1,1,0,1
760,0,12.0,4,1,0,0,0,0,0,691.0,0,4,4,0,1,0,0,0,3,0,0,35.0,0,0,1,2,2,1,0,0,0
761,3,15.0,4,1,0,0,0,0,0,5045.0,4,4,1,0,0,0,0,0,4,0,0,59.0,0,0,1,1,2,1,1,0,1
762,0,18.0,4,0,0,1,0,0,0,2124.0,0,2,4,0,0,0,0,0,4,1,0,24.0,0,1,0,2,2,1,0,0,0
763,0,12.0,2,0,0,0,1,0,0,2214.0,0,2,4,0,1,0,0,0,3,0,0,24.0,0,0,1,1,1,1,0,0,1
764,3,21.0,4,1,0,0,0,0,0,12680.0,4,4,4,0,1,0,0,0,4,0,1,30.0,0,0,0,1,3,1,1,0,0
765,3,24.0,4,1,0,0,0,0,0,2463.0,1,3,4,0,0,1,0,0,3,0,0,27.0,0,0,1,2,2,1,1,0,1
766,1,12.0,2,0,0,0,1,0,0,1155.0,0,4,3,0,0,1,0,1,3,1,0,40.0,1,0,1,2,1,1,0,0,1
767,0,30.0,2,0,0,1,0,0,0,3108.0,0,1,2,1,0,0,0,0,4,0,0,31.0,0,0,1,1,1,1,0,0,0
768,3,10.0,2,0,1,0,0,0,0,2901.0,4,1,1,0,0,0,0,0,4,1,0,31.0,0,1,0,1,2,1,0,0,1
769,1,12.0,4,0,0,1,0,0,0,3617.0,0,4,1,0,1,0,0,0,4,0,0,28.0,0,1,0,3,2,1,1,0,1
770,3,12.0,4,0,0,0,1,0,0,1655.0,0,4,2,0,1,0,0,0,4,1,0,63.0,0,0,1,2,1,1,1,0,1
771,0,24.0,2,0,1,0,0,0,0,2812.0,4,4,2,0,0,0,0,0,4,1,0,26.0,0,1,0,1,2,1,0,0,1
772,0,36.0,4,0,0,0,0,1,0,8065.0,0,2,3,0,0,0,0,0,2,0,1,25.0,0,0,1,2,3,1,1,0,0
773,3,21.0,4,0,1,0,0,0,0,3275.0,0,4,1,0,1,0,0,0,4,0,0,36.0,0,0,1,1,3,1,1,0,1
